Name,Author,Goodreads Rating,Year Published,
"Delusions of Gender: How Our Minds,Society,and Neurosexism Create Difference",Cordelia Fine,[4.15](https://www.goodreads.com/book/show/8031168-delusions-of-gender),2010,
